train-error val_error
0.8150510204081632 0.8909090909090909
0.7283163265306123 0.8363636363636364
0.7232142857142857 0.7454545454545455
0.6989795918367347 0.7272727272727273
0.6747448979591837 0.7090909090909091
0.6823979591836735 0.7090909090909091
0.6275510204081632 0.6545454545454545
0.6772959183673469 0.7272727272727273
0.6658163265306123 0.6363636363636364
0.6135204081632653 0.6363636363636364
0.5854591836734694 0.6181818181818182
0.5625 0.5818181818181818
0.5931122448979591 0.6
0.6007653061224489 0.5818181818181818
0.6045918367346939 0.6363636363636364
0.625 0.6363636363636364
0.5854591836734694 0.5454545454545454
0.5637755102040816 0.7090909090909091
0.5459183673469388 0.5454545454545454
0.6109693877551021 0.6181818181818182
0.5790816326530612 0.5636363636363637
0.5637755102040816 0.49090909090909096
0.5140306122448979 0.4727272727272728
0.5548469387755102 0.4727272727272728
0.5255102040816326 0.5636363636363637
0.5459183673469388 0.509090909090909
0.5102040816326531 0.509090909090909
0.4987244897959183 0.4545454545454546
0.5382653061224489 0.4363636363636364
0.5229591836734694 0.4363636363636364
0.5191326530612245 0.4545454545454546
0.5318877551020409 0.5272727272727273
0.5140306122448979 0.509090909090909
0.5102040816326531 0.509090909090909
0.5216836734693877 0.4363636363636364
0.5 0.509090909090909
0.5433673469387755 0.5454545454545454
0.5102040816326531 0.6
0.5165816326530612 0.509090909090909
0.5471938775510203 0.5272727272727273
0.5880102040816326 0.5272727272727273
0.6020408163265306 0.49090909090909096
0.5382653061224489 0.509090909090909
0.5178571428571428 0.49090909090909096
0.5165816326530612 0.4727272727272728
0.5255102040816326 0.4545454545454546
0.48852040816326525 0.4727272727272728
0.5063775510204082 0.4545454545454546
0.4961734693877551 0.4363636363636364
0.49362244897959184 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.47576530612244894 0.4363636363636364
0.4987244897959183 0.4363636363636364
0.47193877551020413 0.4545454545454546
0.48086734693877553 0.4363636363636364
0.49362244897959184 0.4545454545454546
0.5012755102040816 0.4545454545454546
0.49362244897959184 0.4545454545454546
0.48086734693877553 0.4363636363636364
0.4897959183673469 0.4545454545454546
0.47193877551020413 0.4545454545454546
0.49234693877551017 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.5204081632653061 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.4732142857142857 0.4545454545454546
0.4642857142857143 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.48341836734693877 0.4545454545454546
0.5038265306122449 0.4545454545454546
0.48341836734693877 0.4363636363636364
0.47576530612244894 0.4545454545454546
0.47576530612244894 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.48341836734693877 0.4363636363636364
0.49362244897959184 0.4363636363636364
0.4783163265306123 0.4363636363636364
0.49362244897959184 0.4363636363636364
0.4821428571428571 0.4363636363636364
0.46683673469387754 0.4363636363636364
0.4821428571428571 0.4727272727272728
0.47066326530612246 0.4363636363636364
0.4821428571428571 0.4363636363636364
0.4783163265306123 0.4363636363636364
0.48341836734693877 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.46556122448979587 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.49234693877551017 0.4363636363636364
0.48341836734693877 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.46683673469387754 0.4363636363636364
0.49234693877551017 0.4363636363636364
0.4872448979591837 0.4545454545454546
0.4897959183673469 0.4363636363636364
0.485969387755102 0.4363636363636364
0.4821428571428571 0.4363636363636364
0.49234693877551017 0.4363636363636364
0.4770408163265306 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.5127551020408163 0.4363636363636364
0.5012755102040816 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.46683673469387754 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.4783163265306123 0.4363636363636364
0.48469387755102045 0.4545454545454546
0.4744897959183674 0.4545454545454546
0.47959183673469385 0.4363636363636364
0.47576530612244894 0.4363636363636364
0.4821428571428571 0.4363636363636364
0.4783163265306123 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.4910714285714286 0.4363636363636364
0.4681122448979592 0.4545454545454546
0.4604591836734694 0.4363636363636364
0.48341836734693877 0.4363636363636364
0.46556122448979587 0.4363636363636364
0.4604591836734694 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.48341836734693877 0.4363636363636364
0.48852040816326525 0.4727272727272728
0.47193877551020413 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.46173469387755106 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.47193877551020413 0.4363636363636364
0.5063775510204082 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.48469387755102045 0.4545454545454546
0.48086734693877553 0.4545454545454546
0.5 0.4363636363636364
0.47959183673469385 0.4545454545454546
0.47959183673469385 0.4363636363636364
0.4642857142857143 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.485969387755102 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.4693877551020408 0.4363636363636364
0.4770408163265306 0.4363636363636364
0.4604591836734694 0.4363636363636364
0.4770408163265306 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.49362244897959184 0.4363636363636364
0.4642857142857143 0.4363636363636364
0.48469387755102045 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.4693877551020408 0.4363636363636364
0.48086734693877553 0.4363636363636364
0.47576530612244894 0.4363636363636364
0.4744897959183674 0.4545454545454546
0.47193877551020413 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.47066326530612246 0.4363636363636364
0.4910714285714286 0.4363636363636364
0.4693877551020408 0.4363636363636364
0.5 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.47576530612244894 0.4363636363636364
0.4961734693877551 0.4363636363636364
0.5063775510204082 0.4363636363636364
0.4693877551020408 0.4545454545454546
0.4872448979591837 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.49234693877551017 0.4545454545454546
0.4693877551020408 0.4363636363636364
0.4770408163265306 0.4545454545454546
0.4642857142857143 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.4732142857142857 0.4545454545454546
0.48341836734693877 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.4744897959183674 0.4363636363636364
0.47959183673469385 0.4545454545454546
0.47066326530612246 0.4363636363636364
0.4681122448979592 0.4363636363636364
0.47576530612244894 0.4545454545454546
0.4770408163265306 0.4545454545454546
0.48086734693877553 0.4545454545454546
0.4770408163265306 0.4363636363636364
0.4783163265306123 0.4363636363636364
0.4961734693877551 0.4363636363636364
0.46173469387755106 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.4821428571428571 0.4363636363636364
0.48852040816326525 0.4363636363636364
0.4744897959183674 0.4363636363636364
0.4872448979591837 0.4363636363636364
0.4770408163265306 0.4545454545454546
0.49234693877551017 0.4545454545454546
0.46683673469387754 0.4363636363636364
0.4821428571428571 0.4545454545454546
0.4783163265306123 0.4363636363636364
0.49234693877551017 0.4363636363636364
0.47576530612244894 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.4897959183673469 0.4363636363636364
0.45790816326530615 0.4363636363636364
0.4987244897959183 0.4363636363636364
0.48086734693877553 0.4363636363636364
0.5038265306122449 0.4363636363636364
0.4987244897959183 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.5012755102040816 0.4545454545454546
0.47959183673469385 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.4732142857142857 0.4363636363636364
0.4948979591836735 0.4363636363636364
0.47959183673469385 0.4363636363636364
0.48469387755102045 0.4363636363636364
0.48341836734693877 0.4363636363636364
